TU LWE Challenge, n =  40, alpha = 0.0350
[0m[1;31m dim = 188, dvol = 327.74 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 187,   1), goal index:       71, cost =
 index:      540, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     3854, cost =
 index:      541, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      542, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      543, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      544, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      545, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      546, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      547, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      548, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      549, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      550, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      551, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      552, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3873, cost =
 index:      553, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3919, cost =
 index:      554, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3971, cost =
 index:      555, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     3962, cost =
 index:      556, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4003, cost =
 index:      557, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4044, cost =
 index:      558, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4081, cost =
 index:      559, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4121, cost =
 index:      560, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4120, cost =
 index:      561, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4155, cost =
 index:      562, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4186, cost =
 index:      563, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4221, cost =
 index:      564, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4071, cost =
 index:      565, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4109, cost =
 index:      566, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4109, cost =
 index:      567, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4109, cost =
 index:      568, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4109, cost =
 index:      569, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4063, cost =
 index:      570, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4092, cost =
 index:      571, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4099, cost =
 index:      572, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4135, cost =
 index:      573, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4150, cost =
 index:      574, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4188, cost =
 index:      575, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4217, cost =
 index:      576, (beta,j): ( 113,   3) --> ( 187,   1), goal index:     4217, cost =
 index:      577, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4217, cost =
 index:      578, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4234, cost =
 index:      579, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4268, cost =
 index:      580, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4309, cost =
 index:      581, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4354, cost =
 index:      582, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4386, cost =
 index:      583, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4393, cost =
 index:      584, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4435, cost =
 index:      585, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4440, cost =
 index:      586, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4480, cost =
 index:      587, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4521, cost =
 index:      588, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4563, cost =
 index:      589, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4605, cost =
 index:      590, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4645, cost =
 index:      591, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4683, cost =
 index:      592, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4725, cost =
 index:      593, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4768, cost =
 index:      594, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4806, cost =
 index:      595, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4849, cost =
 index:      596, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4889, cost =
 index:      597, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4928, cost =
 index:      598, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     4964, cost =
 index:      599, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5001, cost =
 index:      600, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5041, cost =
 index:      601, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5073, cost =
 index:      602, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5113, cost =
 index:      603, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5154, cost =
 index:      604, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5193, cost =
 index:      605, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5233, cost =
 index:      606, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5275, cost =
 index:      607, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5317, cost =
 index:      608, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5359, cost =
 index:      609, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5402, cost =
 index:      610, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5443, cost =
 index:      611, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5486, cost =
 index:      612, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5529, cost =
 index:      613, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5571, cost =
 index:      614, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5612, cost =
 index:      615, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5653, cost =
 index:      616, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5694, cost =
 index:      617, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5732, cost =
 index:      618, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5769, cost =
 index:      619, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5811, cost =
 index:      620, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5849, cost =
 index:      621, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5881, cost =
 index:      622, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5919, cost =
 index:      623, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5747, cost =
 index:      624, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5789, cost =
 index:      625, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5825, cost =
 index:      626, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5863, cost =
 index:      627, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5905, cost =
 index:      628, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     5905, cost =
 index:      629, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5905, cost =
 index:      630, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5939, cost =
 index:      631, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     5978, cost =
 index:      632, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     6019, cost =
 index:      633, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     6019, cost =
 index:      634, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6019, cost =
 index:      635, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6052, cost =
 index:      636, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6089, cost =
 index:      637, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6121, cost =
 index:      638, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6159, cost =
 index:      639, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6195, cost =
 index:      640, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6234, cost =
 index:      641, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6276, cost =
 index:      642, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6318, cost =
 index:      643, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6358, cost =
 index:      644, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6399, cost =
 index:      645, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6438, cost =
 index:      646, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6478, cost =
 index:      647, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6519, cost =
 index:      648, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6558, cost =
 index:      649, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6600, cost =
 index:      650, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6638, cost =
 index:      651, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6680, cost =
 index:      652, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6720, cost =
 index:      653, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6755, cost =
 index:      654, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6796, cost =
 index:      655, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6829, cost =
 index:      656, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6866, cost =
 index:      657, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6906, cost =
 index:      658, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6940, cost =
 index:      659, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6971, cost =
 index:      660, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7006, cost =
 index:      661, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     6991, cost =
 index:      662, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7025, cost =
 index:      663, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7041, cost =
 index:      664, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7073, cost =
 index:      665, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7113, cost =
 index:      666, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7151, cost =
 index:      667, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7171, cost =
 index:      668, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7208, cost =
 index:      669, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7193, cost =
 index:      670, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7227, cost =
 index:      671, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7034, cost =
 index:      672, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7072, cost =
 index:      673, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7110, cost =
 index:      674, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7110, cost =
 index:      675, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7144, cost =
 index:      676, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7184, cost =
 index:      677, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7184, cost =
 index:      678, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7222, cost =
 index:      679, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7222, cost =
 index:      680, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7255, cost =
 index:      681, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7255, cost =
 index:      682, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      683, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      684, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      685, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      686, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      687, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      688, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7312, cost =
 index:      689, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7312, cost =
 index:      690, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7312, cost =
 index:      691, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7312, cost =
 index:      692, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7312, cost =
 index:      693, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7292, cost =
 index:      694, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7329, cost =
 index:      695, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7344, cost =
 index:      696, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      697, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      698, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      699, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      700, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      701, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      702, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      703, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      704, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      705, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      706, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      707, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      708, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      709, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      710, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      711, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      712, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      713, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      714, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      715, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      716, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      717, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      718, (beta,j): ( 115,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      719, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7380, cost =
 index:      720, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7198, cost =
 index:      721, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7235, cost =
 index:      722, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7257, cost =
 index:      723, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7293, cost =
 index:      724, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7318, cost =
 index:      725, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7355, cost =
 index:      726, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7396, cost =
 index:      727, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7388, cost =
 index:      728, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7428, cost =
 index:      729, (beta,j): ( 116,   3) --> ( 187,   1), goal index:     7456, cost =
 index:      730, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7494, cost =
 index:      731, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7171, cost =
 index:      732, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7205, cost =
 index:      733, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7219, cost =
 index:      734, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7250, cost =
 index:      735, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7256, cost =
 index:      736, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7288, cost =
 index:      737, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7329, cost =
 index:      738, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7299, cost =
 index:      739, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7330, cost =
 index:      740, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7343, cost =
 index:      741, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7381, cost =
 index:      742, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7418, cost =
 index:      743, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7457, cost =
 index:      744, (beta,j): ( 117,   3) --> ( 187,   1), goal index:     7485, cost =
 index:      745, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7523, cost =
 index:      746, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7241, cost =
 index:      747, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7279, cost =
 index:      748, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7309, cost =
 index:      749, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7347, cost =
 index:      750, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7371, cost =
 index:      751, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7409, cost =
 index:      752, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7448, cost =
 index:      753, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7435, cost =
 index:      754, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7470, cost =
 index:      755, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7500, cost =
 index:      756, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7534, cost =
 index:      757, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7572, cost =
 index:      758, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7610, cost =
 index:      759, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7636, cost =
 index:      760, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7670, cost =
 index:      761, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7706, cost =
 index:      762, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7740, cost =
 index:      763, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7771, cost =
 index:      764, (beta,j): ( 118,   3) --> ( 187,   1), goal index:     7792, cost =
 index:      765, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7825, cost =
 index:      766, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7494, cost =
 index:      767, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7529, cost =
 index:      768, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7561, cost =
 index:      769, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7594, cost =
 index:      770, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7621, cost =
 index:      771, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7655, cost =
 index:      772, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7693, cost =
 index:      773, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7678, cost =
 index:      774, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7711, cost =
 index:      775, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7738, cost =
 index:      776, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7775, cost =
 index:      777, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7813, cost =
 index:      778, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7851, cost =
 index:      779, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7879, cost =
 index:      780, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7916, cost =
 index:      781, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7952, cost =
 index:      782, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     7985, cost =
 index:      783, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8018, cost =
 index:      784, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8048, cost =
 index:      785, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8084, cost =
 index:      786, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8110, cost =
 index:      787, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8145, cost =
 index:      788, (beta,j): ( 119,   3) --> ( 187,   1), goal index:     8121, cost =
 index:      789, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8154, cost =
 index:      790, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     7907, cost =
 index:      791, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     7939, cost =
 index:      792, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     7962, cost =
 index:      793, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     7995, cost =
 index:      794, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8022, cost =
 index:      795, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8057, cost =
 index:      796, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8095, cost =
 index:      797, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8084, cost =
 index:      798, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8118, cost =
 index:      799, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8140, cost =
 index:      800, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8176, cost =
 index:      801, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8213, cost =
 index:      802, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8250, cost =
 index:      803, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8276, cost =
 index:      804, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8310, cost =
 index:      805, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8345, cost =
 index:      806, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8375, cost =
 index:      807, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8410, cost =
 index:      808, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8439, cost =
 index:      809, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8473, cost =
 index:      810, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8506, cost =
 index:      811, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8540, cost =
 index:      812, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8534, cost =
 index:      813, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8568, cost =
 index:      814, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8576, cost =
 index:      815, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8610, cost =
 index:      816, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8328, cost =
 index:      817, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8328, cost =
 index:      818, (beta,j): ( 120,   3) --> ( 187,   1), goal index:     8361, cost =
 index:      819, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8361, cost =
 index:      820, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8380, cost =
 index:      821, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8411, cost =
 index:      822, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8430, cost =
 index:      823, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8460, cost =
 index:      824, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8497, cost =
 index:      825, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8481, cost =
 index:      826, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8513, cost =
 index:      827, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8543, cost =
 index:      828, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8578, cost =
 index:      829, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8614, cost =
 index:      830, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8650, cost =
 index:      831, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8680, cost =
 index:      832, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8715, cost =
 index:      833, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8749, cost =
 index:      834, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8784, cost =
 index:      835, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8819, cost =
 index:      836, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8843, cost =
 index:      837, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8876, cost =
 index:      838, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8908, cost =
 index:      839, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8942, cost =
 index:      840, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8932, cost =
 index:      841, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8963, cost =
 index:      842, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     8979, cost =
 index:      843, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     9007, cost =
 index:      844, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     9042, cost =
 index:      845, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     9074, cost =
 index:      846, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     9101, cost =
 index:      847, (beta,j): ( 121,   3) --> ( 187,   1), goal index:     9136, cost =
 index:      848, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9166, cost =
 index:      849, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     8898, cost =
 index:      850, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     8929, cost =
 index:      851, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     8959, cost =
 index:      852, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     8990, cost =
 index:      853, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9027, cost =
 index:      854, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     8994, cost =
 index:      855, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9026, cost =
 index:      856, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9048, cost =
 index:      857, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9081, cost =
 index:      858, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9115, cost =
 index:      859, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9152, cost =
 index:      860, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9180, cost =
 index:      861, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9216, cost =
 index:      862, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9252, cost =
 index:      863, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9288, cost =
 index:      864, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9321, cost =
 index:      865, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9351, cost =
 index:      866, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9386, cost =
