TU LWE Challenge, n =  40, alpha = 0.0250
[0m[1;31m dim = 172, dvol = 331.97 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 171,   1), goal index:        1, cost =
 index:     2230, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2231, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2232, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2233, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2234, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2235, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2236, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2237, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2238, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2239, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2240, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2241, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2242, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2243, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2244, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2245, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2246, (beta,j): ( 131,   2) --> ( 171,   1), goal index:     2369, cost =
 index:     2247, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2248, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2249, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2250, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2251, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2252, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2253, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2254, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2255, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2256, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2257, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2258, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2259, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2260, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2261, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2262, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2263, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2264, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2265, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2266, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2267, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2268, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2269, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2270, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2271, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2272, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2273, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2274, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2275, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2276, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2277, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2278, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2279, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2280, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2281, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2282, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2283, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2284, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2285, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2286, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2287, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2288, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2289, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2290, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2291, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2292, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2293, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2294, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2295, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2296, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2297, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2298, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2299, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2300, (beta,j): ( 129,   1) --> ( 171,   1), goal index:     2369, cost =
 index:     2301, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2302, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2303, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2304, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2305, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2306, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2307, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2308, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2309, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2310, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2311, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2312, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2313, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2314, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2315, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2316, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2317, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2318, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2319, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2320, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2321, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2322, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2323, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2324, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2325, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2326, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2327, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2328, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2329, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2330, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2331, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2332, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2333, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2334, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2335, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2336, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2337, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2338, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2339, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2340, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2341, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2342, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2343, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2344, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2345, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2346, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2347, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2348, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2349, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2350, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2351, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2352, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2353, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2354, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2355, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2356, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2357, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2358, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2359, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2360, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2361, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2362, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2363, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2364, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2365, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2366, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2367, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2368, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
 index:     2369, (beta,j): ( 130,   8) --> ( 171,   1), goal index:     2369, cost =
Find the optimal Strategy through EumBS!!
bs = (slope = -2.738637e-02, G_BKZ = 1.177389e+01 sec, B_BKZ = 3.272557e+01 bit cum-pr = 4.261244e-01, dsvp = 0.000000e+00, dsvp_r = 134, G_dsvp = 1.322654e+01 sec, B_dsvp = 3.728318e+01 bit, G = 1.367581e+01 sec, B = 3.728318e+01 bit)
S(beta,jump,tours):{( 79,  8,  1),( 82,  8,  1),(111,  8,  1),(113,  4,  1)}
Min Cost = 13.68 log2(sec) = 3.64 h, Memory Cost = 37.28 log2(bit) = 0.02 TB 
EnumBS cost:32s.
TU LWE Challenge, n =  45, alpha = 0.0200
[0m[1;31m dim = 185, dvol = 373.47 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 

 index:        1, (beta,j): (  79,   8) --> ( 184,   1), goal index:        1, cost =
 index:        2, (beta,j): (  79,   7) --> ( 184,   1), goal index:      106, cost =
 index:        3, (beta,j): (  80,   7) --> ( 184,   1), goal index:      137, cost =
 index:        4, (beta,j): (  81,   7) --> ( 184,   1), goal index:      195, cost =
 index:        5, (beta,j): (  82,   7) --> ( 184,   1), goal index:      250, cost =
 index:        6, (beta,j): (  83,   7) --> ( 184,   1), goal index:      298, cost =
 index:        7, (beta,j): (  84,   7) --> ( 184,   1), goal index:      341, cost =
 index:        8, (beta,j): (  85,   7) --> ( 184,   1), goal index:      381, cost =
 index:        9, (beta,j): (  86,   7) --> ( 184,   1), goal index:      412, cost =
 index:       10, (beta,j): (  87,   7) --> ( 184,   1), goal index:      442, cost =
 index:       11, (beta,j): (  88,   7) --> ( 184,   1), goal index:      469, cost =
 index:       12, (beta,j): (  89,   7) --> ( 184,   1), goal index:      491, cost =
 index:       13, (beta,j): (  90,   7) --> ( 184,   1), goal index:      507, cost =
 index:       14, (beta,j): (  91,   7) --> ( 184,   1), goal index:      523, cost =
 index:       15, (beta,j): (  92,   7) --> ( 184,   1), goal index:      546, cost =
 index:       16, (beta,j): (  93,   7) --> ( 184,   1), goal index:      565, cost =
 index:       17, (beta,j): (  94,   7) --> ( 184,   1), goal index:      586, cost =
 index:       18, (beta,j): (  95,   7) --> ( 184,   1), goal index:      607, cost =
 index:       19, (beta,j): (  96,   7) --> ( 184,   1), goal index:      631, cost =
 index:       20, (beta,j): (  97,   7) --> ( 184,   1), goal index:      650, cost =
 index:       21, (beta,j): (  98,   7) --> ( 184,   1), goal index:      670, cost =
 index:       22, (beta,j): (  79,   7) --> ( 184,   1), goal index:      689, cost =
 index:       23, (beta,j): (  80,   7) --> ( 184,   1), goal index:      709, cost =
 index:       24, (beta,j): (  80,   7) --> ( 184,   1), goal index:      725, cost =
 index:       25, (beta,j): (  81,   7) --> ( 184,   1), goal index:      744, cost =
 index:       26, (beta,j): (  82,   7) --> ( 184,   1), goal index:      765, cost =
 index:       27, (beta,j): (  82,   7) --> ( 184,   1), goal index:      781, cost =
 index:       28, (beta,j): (  83,   7) --> ( 184,   1), goal index:      798, cost =
 index:       29, (beta,j): (  82,   7) --> ( 184,   1), goal index:      822, cost =
 index:       30, (beta,j): (  82,   7) --> ( 184,   1), goal index:      845, cost =
 index:       31, (beta,j): (  83,   7) --> ( 184,   1), goal index:      854, cost =
 index:       32, (beta,j): (  83,   7) --> ( 184,   1), goal index:      878, cost =
 index:       33, (beta,j): (  83,   7) --> ( 184,   1), goal index:      897, cost =
 index:       34, (beta,j): (  84,   7) --> ( 184,   1), goal index:      907, cost =
 index:       35, (beta,j): (  84,   7) --> ( 184,   1), goal index:      936, cost =
 index:       36, (beta,j): (  85,   7) --> ( 184,   1), goal index:      960, cost =
 index:       37, (beta,j): (  84,   7) --> ( 184,   1), goal index:      983, cost =
 index:       38, (beta,j): (  85,   7) --> ( 184,   1), goal index:      999, cost =
 index:       39, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1006, cost =
 index:       40, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1006, cost =
 index:       41, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1000, cost =
 index:       42, (beta,j): (  86,   7) --> ( 184,   1), goal index:      988, cost =
 index:       43, (beta,j): (  89,   7) --> ( 184,   1), goal index:      988, cost =
 index:       44, (beta,j): (  90,   7) --> ( 184,   1), goal index:      990, cost =
 index:       45, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1000, cost =
 index:       46, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1016, cost =
 index:       47, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1029, cost =
 index:       48, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1035, cost =
 index:       49, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1035, cost =
 index:       50, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1053, cost =
 index:       51, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1062, cost =
 index:       52, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1063, cost =
 index:       53, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1063, cost =
 index:       54, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1063, cost =
 index:       55, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1080, cost =
 index:       56, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1088, cost =
 index:       57, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1088, cost =
 index:       58, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1105, cost =
 index:       59, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1111, cost =
 index:       60, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1117, cost =
 index:       61, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1117, cost =
 index:       62, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1131, cost =
 index:       63, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1138, cost =
 index:       64, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1138, cost =
 index:       65, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1157, cost =
 index:       66, (beta,j): (  94,   7) --> ( 184,   1), goal index:     1173, cost =
 index:       67, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1186, cost =
 index:       68, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1186, cost =
 index:       69, (beta,j): (  94,   7) --> ( 184,   1), goal index:     1205, cost =
 index:       70, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1223, cost =
 index:       71, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1196, cost =
 index:       72, (beta,j): (  94,   7) --> ( 184,   1), goal index:     1196, cost =
 index:       73, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1196, cost =
 index:       74, (beta,j): (  79,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       75, (beta,j): (  80,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       76, (beta,j): (  80,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       77, (beta,j): (  81,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       78, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       79, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       80, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       81, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       82, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       83, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       84, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       85, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       86, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       87, (beta,j): (  82,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       88, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1192, cost =
 index:       89, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1209, cost =
 index:       90, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1217, cost =
 index:       91, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1231, cost =
 index:       92, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1240, cost =
 index:       93, (beta,j): (  83,   7) --> ( 184,   1), goal index:     1253, cost =
 index:       94, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1266, cost =
 index:       95, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1272, cost =
 index:       96, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1281, cost =
 index:       97, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1293, cost =
 index:       98, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1305, cost =
 index:       99, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1318, cost =
 index:      100, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1330, cost =
 index:      101, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1330, cost =
 index:      102, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1342, cost =
 index:      103, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1351, cost =
 index:      104, (beta,j): (  84,   7) --> ( 184,   1), goal index:     1357, cost =
 index:      105, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1357, cost =
 index:      106, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1368, cost =
 index:      107, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1382, cost =
 index:      108, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1390, cost =
 index:      109, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1390, cost =
 index:      110, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1404, cost =
 index:      111, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1409, cost =
 index:      112, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1421, cost =
 index:      113, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1401, cost =
 index:      114, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1401, cost =
 index:      115, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1401, cost =
 index:      116, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1401, cost =
 index:      117, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1396, cost =
 index:      118, (beta,j): (  85,   7) --> ( 184,   1), goal index:     1402, cost =
 index:      119, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1402, cost =
 index:      120, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1402, cost =
 index:      121, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1402, cost =
 index:      122, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1402, cost =
 index:      123, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1418, cost =
 index:      124, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1428, cost =
 index:      125, (beta,j): (  86,   7) --> ( 184,   1), goal index:     1428, cost =
 index:      126, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1428, cost =
 index:      127, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1428, cost =
 index:      128, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1443, cost =
 index:      129, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1451, cost =
 index:      130, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1461, cost =
 index:      131, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1461, cost =
 index:      132, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1461, cost =
 index:      133, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1477, cost =
 index:      134, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1488, cost =
 index:      135, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1495, cost =
 index:      136, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1495, cost =
 index:      137, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1495, cost =
 index:      138, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1495, cost =
 index:      139, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1514, cost =
 index:      140, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1526, cost =
 index:      141, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1526, cost =
 index:      142, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1526, cost =
 index:      143, (beta,j): (  92,   7) --> ( 184,   1), goal index:     1535, cost =
 index:      144, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1547, cost =
 index:      145, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1547, cost =
 index:      146, (beta,j): (  91,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      147, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      148, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      149, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1532, cost =
 index:      150, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1533, cost =
 index:      151, (beta,j): (  93,   7) --> ( 184,   1), goal index:     1533, cost =
 index:      152, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1534, cost =
 index:      153, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1534, cost =
 index:      154, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1534, cost =
 index:      155, (beta,j): (  89,   7) --> ( 184,   1), goal index:     1539, cost =
 index:      156, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1539, cost =
 index:      157, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1544, cost =
 index:      158, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1544, cost =
 index:      159, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1544, cost =
 index:      160, (beta,j): (  90,   7) --> ( 184,   1), goal index:     1546, cost =
 index:      161, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1546, cost =
 index:      162, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1546, cost =
 index:      163, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1546, cost =
 index:      164, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1548, cost =
 index:      165, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1548, cost =
 index:      166, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1548, cost =
 index:      167, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      168, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      169, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1555, cost =
 index:      170, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1558, cost =
 index:      171, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1570, cost =
 index:      172, (beta,j): (  99,   7) --> ( 184,   1), goal index:     1570, cost =
 index:      173, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1574, cost =
 index:      174, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1574, cost =
 index:      175, (beta,j): (  97,   7) --> ( 184,   1), goal index:     1574, cost =
 index:      176, (beta,j): (  99,   7) --> ( 184,   1), goal index:     1574, cost =
 index:      177, (beta,j): (  98,   7) --> ( 184,   1), goal index:     1576, cost =
