TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 10, threads = 50

 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index:    2, (beta,j): (  51,   5) --> ( 194,   1), goal index:  664, cost =
 index:    3, (beta,j): (  51,   6) --> ( 194,   1), goal index:  678, cost =
 index:    4, (beta,j): (  51,   7) --> ( 194,   1), goal index:  689, cost =
 index:    5, (beta,j): (  51,   8) --> ( 194,   1), goal index:  702, cost =
 index:  336, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  813, cost =
 index:  337, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  819, cost =
 index:  338, (beta,j): ( 155,   6) --> ( 194,   1), goal index:  818, cost =
 index:  339, (beta,j): ( 155,  11) --> ( 194,   1), goal index:  819, cost =
 index:  340, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  816, cost =
 index:  341, (beta,j): ( 155,  10) --> ( 194,   1), goal index:  820, cost =
 index:  342, (beta,j): ( 155,   8) --> ( 194,   1), goal index:  818, cost =
 index:  343, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  818, cost =
 index:  344, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  811, cost =
 index:  345, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  818, cost =
 index:  346, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  810, cost =
 index:  347, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  806, cost =
 index:  348, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  823, cost =
 index:  349, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  828, cost =
 index:  350, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  824, cost =
 index:  351, (beta,j): ( 155,  10) --> ( 194,   1), goal index:  833, cost =
 index:  352, (beta,j): ( 155,   8) --> ( 194,   1), goal index:  828, cost =
 index:  353, (beta,j): ( 155,  11) --> ( 194,   1), goal index:  830, cost =
 index:  354, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  822, cost =
 index:  355, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  819, cost =
 index:  356, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  814, cost =
 index:  357, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  816, cost =
 index:  358, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  817, cost =
 index:  359, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  825, cost =
 index:  360, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  822, cost =
 index:  361, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  814, cost =
 index:  362, (beta,j): ( 155,  10) --> ( 194,   1), goal index:  813, cost =
 index:  363, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  818, cost =
 index:  364, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  817, cost =
 index:  365, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  819, cost =
 index:  366, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  819, cost =
 index:  367, (beta,j): ( 155,   6) --> ( 194,   1), goal index:  819, cost =
 index:  368, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  836, cost =
 index:  369, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  831, cost =
 index:  370, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  832, cost =
 index:  371, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  821, cost =
 index:  372, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  829, cost =
 index:  373, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  837, cost =
 index:  374, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  834, cost =
 index:  375, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  839, cost =
 index:  376, (beta,j): ( 155,   6) --> ( 194,   1), goal index:  841, cost =
 index:  377, (beta,j): ( 155,   8) --> ( 194,   1), goal index:  837, cost =
 index:  378, (beta,j): ( 155,  11) --> ( 194,   1), goal index:  840, cost =
 index:  379, (beta,j): ( 155,  13) --> ( 194,   1), goal index:  832, cost =
 index:  380, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  822, cost =
 index:  381, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  826, cost =
 index:  382, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  824, cost =
 index:  383, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  817, cost =
 index:  384, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  834, cost =
 index:  385, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  837, cost =
 index:  386, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  838, cost =
 index:  387, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  824, cost =
 index:  388, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  829, cost =
 index:  389, (beta,j): ( 157,   3) --> ( 194,   1), goal index:  825, cost =
 index:  390, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  834, cost =
 index:  391, (beta,j): ( 156,   9) --> ( 194,   1), goal index:  826, cost =
 index:  392, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  831, cost =
 index:  393, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  833, cost =
 index:  394, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  837, cost =
 index:  395, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  836, cost =
 index:  396, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  832, cost =
 index:  397, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  836, cost =
 index:  398, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  823, cost =
 index:  399, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  827, cost =
 index:  400, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  822, cost =
 index:  401, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  825, cost =
 index:  402, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  819, cost =
 index:  403, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  825, cost =
 index:  404, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  831, cost =
 index:  405, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  835, cost =
 index:  406, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  832, cost =
 index:  407, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  818, cost =
 index:  408, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  821, cost =
 index:  409, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  817, cost =
 index:  410, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  823, cost =
 index:  411, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  821, cost =
 index:  412, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  812, cost =
 index:  413, (beta,j): ( 155,  11) --> ( 194,   1), goal index:  817, cost =
 index:  414, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  825, cost =
 index:  415, (beta,j): ( 156,  15) --> ( 194,   1), goal index:  831, cost =
 index:  416, (beta,j): ( 156,  15) --> ( 194,   1), goal index:  838, cost =
 index:  417, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  833, cost =
 index:  418, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  823, cost =
 index:  419, (beta,j): ( 156,   3) --> ( 194,   1), goal index:  819, cost =
 index:  420, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  824, cost =
 index:  421, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  820, cost =
 index:  422, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  823, cost =
 index:  423, (beta,j): ( 157,   5) --> ( 194,   1), goal index:  826, cost =
 index:  424, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  823, cost =
 index:  425, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  826, cost =
 index:  426, (beta,j): ( 156,   6) --> ( 194,   1), goal index:  831, cost =
 index:  427, (beta,j): ( 155,  12) --> ( 194,   1), goal index:  820, cost =
 index:  428, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  818, cost =
 index:  429, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  825, cost =
 index:  430, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  827, cost =
 index:  431, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  821, cost =
 index:  432, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  824, cost =
 index:  433, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  828, cost =
 index:  434, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  824, cost =
 index:  435, (beta,j): ( 156,   3) --> ( 194,   1), goal index:  827, cost =
 index:  436, (beta,j): ( 156,  15) --> ( 194,   1), goal index:  829, cost =
 index:  437, (beta,j): ( 156,  15) --> ( 194,   1), goal index:  828, cost =
 index:  438, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  900, cost =
 index:  439, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  901, cost =
 index:  440, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  910, cost =
 index:  441, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  908, cost =
 index:  442, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  908, cost =
 index:  443, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  911, cost =
 index:  444, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  915, cost =
 index:  445, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  920, cost =
 index:  446, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  914, cost =
 index:  447, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  906, cost =
 index:  448, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  912, cost =
 index:  449, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  919, cost =
 index:  450, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  913, cost =
 index:  451, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  910, cost =
 index:  452, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  918, cost =
 index:  453, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  930, cost =
 index:  454, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  909, cost =
 index:  455, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  916, cost =
 index:  456, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  923, cost =
 index:  457, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  921, cost =
 index:  458, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  927, cost =
 index:  459, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  922, cost =
 index:  460, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  908, cost =
 index:  461, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  918, cost =
 index:  462, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  927, cost =
 index:  463, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  917, cost =
 index:  464, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  930, cost =
 index:  465, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  911, cost =
 index:  466, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  917, cost =
 index:  467, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  918, cost =
 index:  468, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  921, cost =
 index:  469, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  932, cost =
 index:  470, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  918, cost =
 index:  471, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  921, cost =
 index:  472, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  932, cost =
 index:  473, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  922, cost =
 index:  474, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  925, cost =
 index:  475, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  918, cost =
 index:  476, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  928, cost =
 index:  477, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  938, cost =
 index:  478, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  939, cost =
 index:  479, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  937, cost =
 index:  480, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  934, cost =
 index:  481, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  948, cost =
 index:  482, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  930, cost =
 index:  483, (beta,j): ( 156,   9) --> ( 194,   1), goal index:  946, cost =
 index:  484, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  947, cost =
 index:  485, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  950, cost =
 index:  486, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  950, cost =
 index:  487, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  946, cost =
 index:  488, (beta,j): ( 157,   8) --> ( 194,   1), goal index:  954, cost =
 index:  489, (beta,j): ( 157,  10) --> ( 194,   1), goal index:  944, cost =
 index:  490, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  946, cost =
 index:  491, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  950, cost =
 index:  492, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  938, cost =
 index:  493, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  944, cost =
 index:  494, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  946, cost =
 index:  495, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  946, cost =
 index:  496, (beta,j): ( 156,  14) --> ( 194,   1), goal index:  956, cost =
 index:  497, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  943, cost =
 index:  498, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  949, cost =
 index:  499, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  951, cost =
 index:  500, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  953, cost =
 index:  501, (beta,j): ( 156,   7) --> ( 194,   1), goal index:  971, cost =
 index:  502, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  967, cost =
 index:  503, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  966, cost =
 index:  504, (beta,j): ( 156,   1) --> ( 194,   1), goal index:  957, cost =
 index:  505, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  962, cost =
 index:  506, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  972, cost =
 index:  507, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  974, cost =
 index:  508, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  973, cost =
 index:  509, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  969, cost =
 index:  510, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  967, cost =
 index:  511, (beta,j): ( 157,  10) --> ( 194,   1), goal index:  969, cost =
 index:  512, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  967, cost =
 index:  513, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  972, cost =
 index:  514, (beta,j): ( 156,   4) --> ( 194,   1), goal index:  971, cost =
 index:  515, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  973, cost =
 index:  516, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  979, cost =
 index:  517, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  964, cost =
 index:  518, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  983, cost =
 index:  519, (beta,j): ( 157,  12) --> ( 194,   1), goal index:  979, cost =
 index:  520, (beta,j): ( 157,  13) --> ( 194,   1), goal index:  969, cost =
 index:  521, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  979, cost =
 index:  522, (beta,j): ( 157,  14) --> ( 194,   1), goal index:  975, cost =
 index:  523, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  980, cost =
 index:  524, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  983, cost =
 index:  525, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  979, cost =
 index:  526, (beta,j): ( 157,  10) --> ( 194,   1), goal index:  980, cost =
 index:  527, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  979, cost =
 index:  528, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  983, cost =
 index:  529, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  985, cost =
 index:  530, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  981, cost =
 index:  531, (beta,j): ( 156,   2) --> ( 194,   1), goal index:  983, cost =
 index:  532, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  983, cost =
 index:  533, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  985, cost =
 index:  534, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  985, cost =
 index:  535, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  993, cost =
 index:  536, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  991, cost =
 index:  537, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  992, cost =
 index:  538, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  993, cost =
 index:  539, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  995, cost =
 index:  540, (beta,j): ( 156,  10) --> ( 194,   1), goal index:  989, cost =
 index:  541, (beta,j): ( 157,  11) --> ( 194,   1), goal index:  991, cost =
 index:  542, (beta,j): ( 157,   7) --> ( 194,   1), goal index:  998, cost =
 index:  543, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  997, cost =
 index:  544, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  996, cost =
 index:  545, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  999, cost =
 index:  546, (beta,j): ( 156,  13) --> ( 194,   1), goal index:  997, cost =
 index:  547, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  998, cost =
 index:  548, (beta,j): ( 156,  12) --> ( 194,   1), goal index:  998, cost =
 index:  549, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1003, cost =
 index:  550, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  995, cost =
 index:  551, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1001, cost =
 index:  552, (beta,j): ( 157,  13) --> ( 194,   1), goal index: 1005, cost =
 index:  553, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1008, cost =
 index:  554, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1009, cost =
 index:  555, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1006, cost =
 index:  556, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1007, cost =
 index:  557, (beta,j): ( 156,  13) --> ( 194,   1), goal index: 1006, cost =
 index:  558, (beta,j): ( 156,  11) --> ( 194,   1), goal index:  999, cost =
 index:  559, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1002, cost =
 index:  560, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1007, cost =
 index:  561, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1008, cost =
 index:  562, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1004, cost =
 index:  563, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1017, cost =
 index:  564, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1015, cost =
 index:  565, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1019, cost =
 index:  566, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1017, cost =
 index:  567, (beta,j): ( 156,  13) --> ( 194,   1), goal index: 1019, cost =
 index:  568, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1014, cost =
 index:  569, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1015, cost =
 index:  570, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1019, cost =
 index:  571, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1023, cost =
 index:  572, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1024, cost =
 index:  573, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1019, cost =
 index:  574, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1023, cost =
 index:  575, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1023, cost =
 index:  576, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1025, cost =
 index:  577, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1025, cost =
 index:  578, (beta,j): ( 156,  13) --> ( 194,   1), goal index: 1025, cost =
 index:  579, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1005, cost =
 index:  580, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1017, cost =
 index:  581, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1016, cost =
 index:  582, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1025, cost =
 index:  583, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1025, cost =
 index:  584, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1033, cost =
 index:  585, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1031, cost =
 index:  586, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1035, cost =
 index:  587, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1030, cost =
 index:  588, (beta,j): ( 156,  13) --> ( 194,   1), goal index: 1034, cost =
 index:  589, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1020, cost =
 index:  590, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1029, cost =
 index:  591, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1036, cost =
 index:  592, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1037, cost =
 index:  593, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1032, cost =
 index:  594, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1036, cost =
 index:  595, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1041, cost =
 index:  596, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1042, cost =
 index:  597, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1035, cost =
 index:  598, (beta,j): ( 156,  13) --> ( 194,   1), goal index: 1040, cost =
 index:  599, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1029, cost =
 index:  600, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1032, cost =
 index:  601, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1033, cost =
 index:  602, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1038, cost =
 index:  603, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1035, cost =
 index:  604, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1036, cost =
 index:  605, (beta,j): ( 157,  12) --> ( 194,   1), goal index: 1038, cost =
 index:  606, (beta,j): ( 157,  13) --> ( 194,   1), goal index: 1046, cost =
 index:  607, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1044, cost =
 index:  608, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1043, cost =
 index:  609, (beta,j): ( 157,   1) --> ( 194,   1), goal index: 1049, cost =
 index:  610, (beta,j): ( 156,  12) --> ( 194,   1), goal index: 1059, cost =
 index:  611, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1034, cost =
 index:  612, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1039, cost =
 index:  613, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1036, cost =
 index:  614, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1043, cost =
 index:  615, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1049, cost =
 index:  616, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1049, cost =
 index:  617, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1047, cost =
 index:  618, (beta,j): ( 157,  12) --> ( 194,   1), goal index: 1053, cost =
 index:  619, (beta,j): ( 157,  13) --> ( 194,   1), goal index: 1045, cost =
 index:  620, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1050, cost =
 index:  621, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1040, cost =
 index:  622, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1049, cost =
 index:  623, (beta,j): ( 157,   2) --> ( 194,   1), goal index: 1041, cost =
 index:  624, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1051, cost =
 index:  625, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1049, cost =
 index:  626, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1056, cost =
 index:  627, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1049, cost =
 index:  628, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1050, cost =
 index:  629, (beta,j): ( 157,  12) --> ( 194,   1), goal index: 1048, cost =
 index:  630, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1054, cost =
 index:  631, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1049, cost =
 index:  632, (beta,j): ( 156,   9) --> ( 194,   1), goal index: 1048, cost =
 index:  633, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1061, cost =
 index:  634, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1057, cost =
 index:  635, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1052, cost =
 index:  636, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1060, cost =
 index:  637, (beta,j): ( 157,  11) --> ( 194,   1), goal index: 1058, cost =
 index:  638, (beta,j): ( 157,  12) --> ( 194,   1), goal index: 1053, cost =
 index:  639, (beta,j): ( 157,  13) --> ( 194,   1), goal index: 1054, cost =
 index:  640, (beta,j): ( 157,  14) --> ( 194,   1), goal index: 1047, cost =
 index:  641, (beta,j): ( 157,  13) --> ( 194,   1), goal index: 1051, cost =
 index:  642, (beta,j): ( 156,   9) --> ( 194,   1), goal index: 1044, cost =
 index:  643, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1057, cost =
 index:  644, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1054, cost =
 index:  645, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1056, cost =
 index:  646, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1050, cost =
 index:  647, (beta,j): ( 156,   8) --> ( 194,   1), goal index: 1055, cost =
 index:  648, (beta,j): ( 156,   2) --> ( 194,   1), goal index: 1047, cost =
 index:  649, (beta,j): ( 157,  15) --> ( 194,   1), goal index: 1051, cost =
 index:  650, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1074, cost =
 index:  651, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1050, cost =
 index:  652, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1053, cost =
 index:  653, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1059, cost =
 index:  654, (beta,j): ( 156,   8) --> ( 194,   1), goal index: 1055, cost =
 index:  655, (beta,j): ( 156,   6) --> ( 194,   1), goal index: 1052, cost =
 index:  656, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1051, cost =
 index:  657, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1056, cost =
 index:  658, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1051, cost =
 index:  659, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1060, cost =
 index:  660, (beta,j): ( 157,  11) --> ( 194,   1), goal index: 1061, cost =
 index:  661, (beta,j): ( 157,  12) --> ( 194,   1), goal index: 1042, cost =
 index:  662, (beta,j): ( 156,   7) --> ( 194,   1), goal index: 1053, cost =
 index:  663, (beta,j): ( 156,  11) --> ( 194,   1), goal index: 1056, cost =
 index:  664, (beta,j): ( 156,  10) --> ( 194,   1), goal index: 1053, cost =
 index:  665, (beta,j): ( 156,   5) --> ( 194,   1), goal index: 1058, cost =
